-1.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 -1.000000000000000000e+00
-9.999999403953552246e-01 -1.000000000000000000e+00
-9.999998211860656738e-01 -1.000000000000000000e+00
-9.999995827674865723e-01 -1.000000000000000000e+00
-9.999986290931701660e-01 -1.000000000000000000e+00
-9.999934434890747070e-01 -1.000000000000000000e+00
-9.999742507934570312e-01 -1.000000000000000000e+00
-9.998624324798583984e-01 -1.000000000000000000e+00
-9.996061325073242188e-01 -1.000000000000000000e+00
-9.995281100273132324e-01 -9.998233914375305176e-01
-9.995286464691162109e-01 9.999991655349731445e-01
-9.974133372306823730e-01 9.999971985816955566e-01
-9.748391509056091309e-01 9.999441504478454590e-01
-3.193624019622802734e-01 9.970093369483947754e-01
9.432009458541870117e-01 6.142093241214752197e-02
9.362184405326843262e-01 9.786595702171325684e-01
9.734041094779968262e-01 -9.933710694313049316e-01
9.231569170951843262e-01 9.988643527030944824e-01
9.723052978515625000e-01 -8.825893998146057129e-01
9.544762372970581055e-01 9.993068575859069824e-01
9.658718109130859375e-01 -1.117594018578529358e-01
9.570913910865783691e-01 9.964104294776916504e-01
9.589226245880126953e-01 9.908001422882080078e-01
9.549443721771240234e-01 9.934071898460388184e-01
9.620395302772521973e-01 7.376343011856079102e-01
9.823196530342102051e-01 -9.982612729072570801e-01
9.450334906578063965e-01 9.968584775924682617e-01
9.784466028213500977e-01 -9.741340875625610352e-01
9.372927546501159668e-01 9.997333288192749023e-01
9.579849839210510254e-01 5.694065690040588379e-01
9.930461645126342773e-01 -8.772209882736206055e-01
9.962545633316040039e-01 9.948300123214721680e-01
9.999923706054687500e-01 -1.443233639001846313e-01
9.999998211860656738e-01 5.861124992370605469e-01
1.000000000000000000e+00 8.641529679298400879e-01
1.000000000000000000e+00 8.931297063827514648e-01
1.000000000000000000e+00 9.130598902702331543e-01
1.000000000000000000e+00 8.818916678428649902e-01
1.000000000000000000e+00 8.979240059852600098e-01
1.000000000000000000e+00 7.175175547599792480e-01
1.000000000000000000e+00 -8.516824245452880859e-01
1.000000000000000000e+00 -7.741315364837646484e-01
1.000000000000000000e+00 -4.517730474472045898e-01
1.000000000000000000e+00 -2.323306798934936523e-01
9.981213808059692383e-01 -6.406633257865905762e-01
-9.836052656173706055e-01 -8.870741128921508789e-01
7.265305519104003906e-01 -2.027771919965744019e-01
7.728017568588256836e-01 -3.260445967316627502e-02
-9.684644341468811035e-01 -3.125648200511932373e-01
9.510403871536254883e-01 3.663842976093292236e-01
-9.584577083587646484e-01 -1.789146065711975098e-01
-4.785123169422149658e-01 2.261104434728622437e-01
9.982118010520935059e-01 7.105222940444946289e-01
-6.493405103683471680e-01 6.516733020544052124e-02
9.970282912254333496e-01 6.233293414115905762e-01
-9.663310647010803223e-01 -4.259955286979675293e-01
-4.403854608535766602e-01 2.202887460589408875e-02
9.806854128837585449e-01 4.429003894329071045e-01
-7.046014070510864258e-01 4.291585087776184082e-02
9.737288355827331543e-01 5.200217962265014648e-01
7.414911389350891113e-01 2.701103389263153076e-01
3.245625793933868408e-01 2.076880037784576416e-01
-9.347687959671020508e-01 -2.132013440132141113e-01
-2.624248862266540527e-01 1.476575732231140137e-01
8.024864196777343750e-01 3.392274081707000732e-01
-9.053549170494079590e-01 -1.974466890096664429e-01
-8.747463822364807129e-01 -7.130049169063568115e-02
-7.245298624038696289e-01 1.199055984616279602e-01
7.892283797264099121e-02 1.343160867691040039e-01
-7.191883325576782227e-01 6.178266555070877075e-02
-1.065179035067558289e-01 -1.162737533450126648e-01
2.873994037508964539e-02 7.345470041036605835e-02
-3.521758019924163818e-01 -1.085745356976985931e-02
-6.833330541849136353e-02 3.257460594177246094e-01
2.971299290657043457e-01 5.808656215667724609e-01
-3.682632744312286377e-01 3.573051989078521729e-01
-1.109939143061637878e-01 6.046836376190185547e-01
6.984335184097290039e-02 6.979607343673706055e-01
-1.640333980321884155e-01 2.845771312713623047e-01
9.105887264013290405e-02 3.866126835346221924e-01
-6.930598057806491852e-03 1.333276927471160889e-01
1.111428514122962952e-01 1.612273901700973511e-01
6.280346959829330444e-02 -8.737690001726150513e-02
-9.049303829669952393e-02 -4.007080793380737305e-01
-8.918640669435262680e-04 -3.885827362537384033e-01
8.339831233024597168e-02 -4.635968208312988281e-01
5.894638225436210632e-02 -6.404599547386169434e-01
5.079061537981033325e-02 -6.581645011901855469e-01
-1.275940984487533569e-02 -5.656636953353881836e-01
3.404880315065383911e-02 -4.993920028209686279e-01
6.145970523357391357e-02 -6.003713011741638184e-01
1.748210936784744263e-02 -4.005370736122131348e-01
1.174401864409446716e-02 -4.697849154472351074e-01
-3.271031659096479416e-03 -5.577095150947570801e-01
-2.052340842783451080e-02 -3.415949046611785889e-01
1.042179297655820847e-02 -2.840923666954040527e-01
-6.030307617038488388e-03 -3.790096938610076904e-01
2.039751596748828888e-02 -2.863789498805999756e-01
1.530700549483299255e-02 -3.352429568767547607e-01
1.132344454526901245e-02 -3.656577765941619873e-01
-1.273521501570940018e-02 -4.931614100933074951e-01
1.371220219880342484e-02 -4.290941059589385986e-01
-8.367700502276420593e-03 -5.558362603187561035e-01
-5.275711044669151306e-02 -2.942035198211669922e-01
-4.045780375599861145e-02 -3.705807030200958252e-01
-2.344017848372459412e-02 -4.148280024528503418e-01
-9.187141433358192444e-03 -4.348880946636199951e-01
-9.302493999712169170e-04 -4.879224598407745361e-01
3.454424813389778137e-02 -5.933960676193237305e-01
3.506015613675117493e-02 -5.033578872680664062e-01
-8.097769692540168762e-03 -4.129130542278289795e-01
1.849277317523956299e-01 -5.403925776481628418e-01
1.085176169872283936e-01 -5.659472942352294922e-01
5.356288701295852661e-02 -5.343587398529052734e-01
5.195392295718193054e-03 -4.389540255069732666e-01
2.780286967754364014e-02 -4.662687480449676514e-01
4.038859531283378601e-02 -5.024629235267639160e-01
1.218143329024314880e-01 -4.172059893608093262e-01
1.653387695550918579e-01 -4.159241020679473877e-01
2.595252990722656250e-01 -3.778288662433624268e-01
2.679842710494995117e-01 -4.200368821620941162e-01
3.487482070922851562e-01 -3.800048828125000000e-01
3.363368213176727295e-01 -3.922295570373535156e-01
3.890961408615112305e-01 -4.263776540756225586e-01
3.783121407032012939e-01 -3.952198028564453125e-01
4.644781649112701416e-01 -3.272843062877655029e-01
4.818796813488006592e-01 -4.307050406932830811e-01
4.826804995536804199e-01 -5.378903150558471680e-01
4.815722703933715820e-01 -4.774661362171173096e-01
4.526780247688293457e-01 -2.001806497573852539e-01
4.689381420612335205e-01 3.711597993969917297e-02
5.309551358222961426e-01 2.810200154781341553e-01
5.046834945678710938e-01 5.882796049118041992e-01
4.024598300457000732e-01 1.017747297883033752e-01
4.099877774715423584e-01 4.464133977890014648e-01
4.779967963695526123e-01 7.119129896163940430e-01
4.941864907741546631e-01 3.166650533676147461e-01
