9.999977350234985352e-01 -9.999721050262451172e-01 -3.441787138581275940e-02 -9.286523461341857910e-01
-1.000000000000000000e+00 -9.997919797897338867e-01 -9.969187974929809570e-01 -1.387116312980651855e-01
-1.000000000000000000e+00 9.994349479675292969e-01 9.999996423721313477e-01 -9.984900951385498047e-01
-9.999988675117492676e-01 9.800860285758972168e-01 -9.941198229789733887e-01 -8.601636886596679688e-01
-8.725712895393371582e-01 -9.571427702903747559e-01 9.779969453811645508e-01 -8.649223446846008301e-01
-9.267119765281677246e-01 -9.490756988525390625e-01 9.723430275917053223e-01 -9.493633508682250977e-01
9.979967474937438965e-01 9.999850988388061523e-01 9.964584112167358398e-01 5.305848717689514160e-01
1.784672439098358154e-01 9.991998672485351562e-01 7.834892272949218750e-01 -9.791347384452819824e-01
4.499954283237457275e-01 9.846400022506713867e-01 3.219637572765350342e-01 -3.497044146060943604e-01
4.187534749507904053e-01 8.869168758392333984e-01 5.441058874130249023e-01 -6.367303133010864258e-01
2.671228349208831787e-01 9.611518383026123047e-01 6.632682085037231445e-01 -5.562046766281127930e-01
1.578278839588165283e-01 9.825441837310791016e-01 7.040555477142333984e-01 -4.637498259544372559e-01
-8.174908757209777832e-01 7.733360528945922852e-01 -9.853078722953796387e-01 -9.903097748756408691e-01
5.230553150177001953e-01 9.999378323554992676e-01 9.992697238922119141e-01 -8.275241851806640625e-01
6.021053194999694824e-01 9.453606009483337402e-01 1.869351975619792938e-02 -7.332420349121093750e-01
4.427442252635955811e-01 9.762694239616394043e-01 -3.343405127525329590e-01 -6.443710327148437500e-01
2.089115083217620850e-01 9.744481444358825684e-01 1.344621330499649048e-01 -4.169765114784240723e-01
7.433278858661651611e-02 9.597275853157043457e-01 1.033069938421249390e-01 -2.662502825260162354e-01
-1.319625526666641235e-01 9.197149872779846191e-01 1.424071043729782104e-01 -5.952656269073486328e-02
-2.385393232107162476e-01 8.407077193260192871e-01 1.666193157434463501e-01 7.827410846948623657e-02
-2.117604613304138184e-01 8.753523230552673340e-01 1.974911242723464966e-01 4.883038252592086792e-02
-1.237442716956138611e-01 1.796444505453109741e-01 1.753783077001571655e-01 7.606731355190277100e-02
7.045829296112060547e-01 -9.958301186561584473e-01 1.032325923442840576e-01 5.817059800028800964e-02
9.999184012413024902e-01 -7.763643264770507812e-01 2.854020297527313232e-01 -4.912381470203399658e-01
9.821285605430603027e-01 -3.110843896865844727e-01 3.823427855968475342e-01 -3.308911919593811035e-01
6.703429222106933594e-01 -3.728946745395660400e-01 5.766192674636840820e-01 -2.919923700392246246e-02
4.363173842430114746e-01 -4.305080771446228027e-01 5.097333788871765137e-01 2.231685221195220947e-01
8.896764516830444336e-01 -1.742024719715118408e-01 3.216291964054107666e-01 8.732980489730834961e-02
8.545341491699218750e-01 -7.755970209836959839e-02 1.426165848970413208e-01 9.305171668529510498e-02
6.128199100494384766e-01 -5.338707473129034042e-03 -6.213488429784774780e-02 1.967190764844417572e-02
-2.910191714763641357e-01 1.802293956279754639e-01 -2.490857541561126709e-01 -1.392917931079864502e-01
-9.775916337966918945e-01 9.999996423721313477e-01 9.947585463523864746e-01 -4.272718131542205811e-01
-5.332940816879272461e-01 9.999995827674865723e-01 6.571327447891235352e-01 -2.835860848426818848e-01
-2.816662490367889404e-01 9.999971389770507812e-01 7.268102169036865234e-01 1.022800728678703308e-01
-3.905209302902221680e-01 9.999997615814208984e-01 8.805355429649353027e-01 -6.123019754886627197e-02
-3.792088329792022705e-01 9.999998211860656738e-01 7.912027239799499512e-01 -1.031699241138994694e-03
-4.808122813701629639e-01 9.999999403953552246e-01 8.322834968566894531e-01 4.559682682156562805e-03
-4.881117641925811768e-01 1.000000000000000000e+00 9.988223910331726074e-01 2.850354909896850586e-01
-4.579167068004608154e-01 1.000000000000000000e+00 9.973583221435546875e-01 6.283645331859588623e-02
-4.020400643348693848e-01 9.999994635581970215e-01 8.981851339340209961e-01 1.323218345642089844e-01
1.000000000000000000e+00 -1.000000000000000000e+00 -8.326242864131927490e-02 9.864957630634307861e-02
9.969207048416137695e-01 1.563376933336257935e-02 -5.794351100921630859e-01 -2.124809324741363525e-01
9.998632669448852539e-01 2.092055529356002808e-01 -8.243954181671142578e-01 -7.588421106338500977e-01
9.151425957679748535e-01 2.210023552179336548e-01 -7.684648036956787109e-01 -2.448939979076385498e-01
1.988376826047897339e-01 8.121427893638610840e-02 -4.259278774261474609e-01 -3.688281774520874023e-02
-9.418968856334686279e-02 8.271010220050811768e-02 -2.005223631858825684e-01 -9.859645739197731018e-03
-1.635311394929885864e-01 2.770633101463317871e-01 -2.876509130001068115e-01 3.195874020457267761e-02
-8.772593736648559570e-01 9.995024800300598145e-01 9.898993968963623047e-01 9.997565150260925293e-01
-7.571718692779541016e-01 1.000000000000000000e+00 9.928808212280273438e-01 6.173931360244750977e-01
1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.999970197677612305e-01
1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.999715089797973633e-01
8.431559205055236816e-01 -9.579069614410400391e-01 -9.879634380340576172e-01 7.898178100585937500e-01
8.192378878593444824e-01 -3.238198161125183105e-02 4.421049058437347412e-01 2.150482386350631714e-01
4.132513105869293213e-01 5.766385197639465332e-01 7.502517700195312500e-01 -1.288958340883255005e-01
-7.633755207061767578e-01 1.000000000000000000e+00 9.693672657012939453e-01 -8.947587758302688599e-02
-9.367218613624572754e-01 9.998906254768371582e-01 9.952036142349243164e-01 9.515719115734100342e-02
-6.766771078109741211e-01 9.999930858612060547e-01 9.960564970970153809e-01 2.811397016048431396e-01
-2.308389395475387573e-01 9.999999403953552246e-01 9.992091655731201172e-01 1.009197011590003967e-01
-5.262082442641258240e-02 9.999999403953552246e-01 9.804497957229614258e-01 2.557376623153686523e-01
-3.491943180561065674e-01 1.000000000000000000e+00 9.978778362274169922e-01 5.119038820266723633e-01
7.378882914781570435e-02 9.999986290931701660e-01 1.092846691608428955e-01 3.555067479610443115e-01
9.625273346900939941e-01 -9.123002290725708008e-01 2.014833241701126099e-01 4.841605424880981445e-01
9.995955824851989746e-01 -9.611439108848571777e-01 -7.790468931198120117e-01 -2.521993517875671387e-01
9.998005032539367676e-01 -6.739479303359985352e-01 -7.056514024734497070e-01 -9.244991540908813477e-01
9.617794752120971680e-01 1.538504660129547119e-01 -9.345602989196777344e-01 -8.103710412979125977e-01
9.335899353027343750e-01 9.849512577056884766e-01 -8.474506735801696777e-01 -4.393109977245330811e-01
9.788205623626708984e-01 9.999644160270690918e-01 6.539632678031921387e-01 -4.568258672952651978e-02
1.444497853517532349e-01 8.944992423057556152e-01 9.635852575302124023e-01 4.516051411628723145e-01
-8.465824127197265625e-01 9.999985694885253906e-01 8.297754526138305664e-01 5.705444812774658203e-01
-3.269595503807067871e-01 9.999456405639648438e-01 2.200740873813629150e-01 5.410296320915222168e-01
-1.780472546815872192e-01 9.999547600746154785e-01 3.054853342473506927e-02 5.239031314849853516e-01
-1.551900655031204224e-01 9.999426603317260742e-01 -6.381931714713573456e-03 4.796369671821594238e-01
1.000000000000000000e+00 -1.000000000000000000e+00 -3.674059510231018066e-01 1.121274679899215698e-01
9.980223178863525391e-01 -9.977856874465942383e-01 -6.634758710861206055e-01 -9.192490577697753906e-01
2.521685361862182617e-01 -4.865907132625579834e-01 -9.336112141609191895e-01 -6.337335705757141113e-01
5.673470497131347656e-01 -5.027732849121093750e-01 -9.648890495300292969e-01 -2.729775309562683105e-01
5.218439102172851562e-01 -7.100166082382202148e-01 -9.967936277389526367e-01 3.821293413639068604e-01
9.928977489471435547e-01 -8.235766291618347168e-01 -9.951283931732177734e-01 8.107441663742065430e-01
9.139091372489929199e-01 -3.865127563476562500e-01 -9.728256464004516602e-01 3.980344235897064209e-01
7.097738981246948242e-01 6.816804409027099609e-01 -2.108024507761001587e-01 -3.890925049781799316e-01
-4.061824679374694824e-01 9.803704619407653809e-01 6.763572692871093750e-01 -1.058421432971954346e-01
-9.962592124938964844e-01 9.926588535308837891e-01 9.938177466392517090e-01 2.763840854167938232e-01
-8.139374256134033203e-01 9.999074935913085938e-01 9.994762539863586426e-01 4.630909860134124756e-01
-4.502094089984893799e-01 9.746597409248352051e-01 9.837601780891418457e-01 4.091242849826812744e-01
-2.143989801406860352e-01 9.388076066970825195e-01 9.482086300849914551e-01 1.691330224275588989e-01
-1.152125000953674316e-01 9.548375606536865234e-01 1.452857702970504761e-01 9.051989018917083740e-02
-1.701669543981552124e-01 9.349624514579772949e-01 1.431442201137542725e-01 2.327885031700134277e-01
1.000000000000000000e+00 -1.000000000000000000e+00 -5.089239217340946198e-03 2.593823075294494629e-01
9.919111132621765137e-01 -9.994257092475891113e-01 -5.904815196990966797e-01 -8.837622404098510742e-01
7.127979993820190430e-01 -5.530135631561279297e-01 -6.193634271621704102e-01 -6.314426064491271973e-01
3.826251029968261719e-01 -3.717764616012573242e-01 -7.278444766998291016e-01 -4.180260598659515381e-01
6.810081601142883301e-01 -4.685291945934295654e-01 4.922721087932586670e-01 -8.348918706178665161e-02
7.075963616371154785e-01 -2.015942186117172241e-01 -1.173891574144363403e-01 -9.814409911632537842e-02
8.145159482955932617e-01 -1.541407704353332520e-01 6.280758976936340332e-01 1.208571568131446838e-01
2.205843329429626465e-01 -1.031740009784698486e-01 6.821768283843994141e-01 -2.922188490629196167e-03
-9.608912467956542969e-01 9.991434812545776367e-01 9.618782997131347656e-01 1.564433276653289795e-01
-9.769199490547180176e-01 1.000000000000000000e+00 1.650229394435882568e-01 -9.653499126434326172e-01
-3.698800504207611084e-01 9.999783039093017578e-01 9.338600039482116699e-01 3.570273518562316895e-01
-6.436994671821594238e-01 1.000000000000000000e+00 9.778004288673400879e-01 4.990240931510925293e-01
-3.403181135654449463e-01 1.000000000000000000e+00 9.113966226577758789e-01 4.055307209491729736e-01
-6.740456819534301758e-02 9.999997019767761230e-01 4.012317657470703125e-01 6.375887989997863770e-01
3.301174566149711609e-02 9.999998211860656738e-01 2.353516668081283569e-01 6.734725832939147949e-01
1.189100742340087891e-01 9.999999403953552246e-01 5.198959261178970337e-02 6.752113699913024902e-01
8.321294188499450684e-02 1.000000000000000000e+00 -9.108395129442214966e-02 7.191556096076965332e-01
9.935958981513977051e-01 -9.999356269836425781e-01 1.876121461391448975e-01 5.050867795944213867e-01
9.994615316390991211e-01 -9.255411624908447266e-01 -4.652058780193328857e-01 -1.699414551258087158e-01
9.999346733093261719e-01 -6.552597284317016602e-01 -4.508887231349945068e-01 -9.233567714691162109e-01
9.532091617584228516e-01 1.153609380125999451e-01 -9.391149282455444336e-01 -8.009045124053955078e-01
9.430240392684936523e-01 2.035539299249649048e-01 -9.067617654800415039e-01 -4.635072052478790283e-01
9.612340331077575684e-01 6.055054068565368652e-01 -7.974566817283630371e-01 -2.672661542892456055e-01
9.100757837295532227e-01 9.940113425254821777e-01 6.873479485511779785e-02 -1.080425009131431580e-01
9.039279818534851074e-01 -9.999248385429382324e-01 -3.869998455047607422e-01 9.834338426589965820e-01
9.973995685577392578e-01 -9.999670386314392090e-01 -9.998761415481567383e-01 9.991481900215148926e-01
8.353160023689270020e-01 -1.379429250955581665e-01 -9.733328819274902344e-01 1.818810105323791504e-01
7.856304645538330078e-01 9.999115467071533203e-01 9.614279866218566895e-01 -2.104865312576293945e-01
-9.942008852958679199e-01 1.000000000000000000e+00 9.960460066795349121e-01 5.019004270434379578e-02
-7.371259927749633789e-01 1.000000000000000000e+00 9.999937415122985840e-01 4.174112677574157715e-01
-3.959805965423583984e-01 1.000000000000000000e+00 9.996586441993713379e-01 5.039055943489074707e-01
-2.523012459278106689e-01 9.998434185981750488e-01 7.604008316993713379e-01 4.863685369491577148e-01
-1.726779788732528687e-01 9.991796612739562988e-01 3.943532407283782959e-01 2.931209504604339600e-01
-1.710774153470993042e-01 9.990411996841430664e-01 2.146728783845901489e-01 3.636344969272613525e-01
-1.877854764461517334e-01 9.979710578918457031e-01 5.182528123259544373e-02 3.843406736850738525e-01
9.998253583908081055e-01 -1.000000000000000000e+00 -1.740586906671524048e-01 2.293011918663978577e-02
9.966985583305358887e-01 -9.996190667152404785e-01 -6.502197384834289551e-01 -9.483206272125244141e-01
5.039151906967163086e-01 -5.205317735671997070e-01 -9.961944818496704102e-01 -5.464661717414855957e-01
5.258864760398864746e-01 -5.122709274291992188e-01 -9.976207017898559570e-01 5.847577378153800964e-02
9.111892580986022949e-01 -5.711728334426879883e-01 -9.876973032951354980e-01 3.854511014651507139e-04
7.713153362274169922e-01 -7.750980854034423828e-01 -9.871195554733276367e-01 8.383131772279739380e-02
8.958102464675903320e-01 -6.853657960891723633e-01 -9.925176501274108887e-01 4.733885526657104492e-01
9.496638774871826172e-01 -6.208289861679077148e-01 -9.793325662612915039e-01 3.779392540454864502e-01
1.149284169077873230e-01 1.839391738176345825e-01 4.697102904319763184e-01 -4.742575585842132568e-01
-9.999918937683105469e-01 9.999770522117614746e-01 8.910579681396484375e-01 -7.590786814689636230e-01
-9.999372959136962891e-01 9.999974966049194336e-01 8.103470802307128906e-01 -2.786677181720733643e-01
-9.272158145904541016e-01 1.000000000000000000e+00 9.999493360519409180e-01 3.770250678062438965e-01
-2.942188680171966553e-01 9.988386631011962891e-01 9.372819066047668457e-01 2.461663931608200073e-01
-1.945894062519073486e-01 9.985375404357910156e-01 7.999086976051330566e-01 3.913811966776847839e-02
-1.070117726922035217e-01 9.937356710433959961e-01 4.485619366168975830e-01 -4.709003865718841553e-02
-1.088386848568916321e-01 9.938450455665588379e-01 2.280027270317077637e-01 6.560540944337844849e-02
-1.697369962930679321e-01 9.906822443008422852e-01 4.146507382392883301e-02 2.402524054050445557e-01
9.997028708457946777e-01 -1.000000000000000000e+00 -9.794786572456359863e-02 5.358571931719779968e-02
9.616829752922058105e-01 -9.989572763442993164e-01 -7.265064716339111328e-01 -9.638730883598327637e-01
4.074352383613586426e-01 -3.488537669181823730e-01 -8.650283217430114746e-01 -7.454246282577514648e-01
5.016310214996337891e-01 -1.321410834789276123e-01 -9.598793387413024902e-01 -3.022286295890808105e-01
5.499353408813476562e-01 2.309524081647396088e-02 -9.688042402267456055e-01 -7.824058085680007935e-02
9.750052690505981445e-01 9.182500839233398438e-01 -7.321430444717407227e-01 -2.741265892982482910e-01
2.048737742006778717e-02 9.999131560325622559e-01 9.238933920860290527e-01 -5.666675567626953125e-01
-9.998893737792968750e-01 9.999991655349731445e-01 9.760746955871582031e-01 -3.173901140689849854e-02
-9.198139309883117676e-01 9.999999403953552246e-01 9.999079108238220215e-01 3.950778245925903320e-01
-3.703106641769409180e-01 9.999946951866149902e-01 9.970347285270690918e-01 5.113823413848876953e-01
-1.287963092327117920e-01 9.992545843124389648e-01 8.618478178977966309e-01 2.507449388504028320e-01
-8.548703044652938843e-02 9.995680451393127441e-01 2.401677817106246948e-01 2.411418408155441284e-01
-1.163899227976799011e-01 9.976722598075866699e-01 8.181080967187881470e-02 3.316951692104339600e-01
9.999991059303283691e-01 -1.000000000000000000e+00 1.774687767028808594e-01 3.303370475769042969e-01
9.925317764282226562e-01 -9.998702406883239746e-01 -4.690672457218170166e-01 -9.022231698036193848e-01
8.313833475112915039e-01 -5.418096184730529785e-01 -5.287475585937500000e-01 -6.486990451812744141e-01
4.269214272499084473e-01 -1.636212021112442017e-01 -8.611891269683837891e-01 -4.578267931938171387e-01
7.541805505752563477e-01 -7.137873768806457520e-02 -3.103508055210113525e-01 -1.778186559677124023e-01
